prod_code,prod_name,prod_desc,prod_price
9307,Product 9307,The product that's perfect for 9307 stuff,344359
8463,Product 8463,The product that's perfect for 8463 stuff,346983
9543,Product 9543,The product that's perfect for 9543 stuff,314919
7395,Product 7395,The product that's perfect for 7395 stuff,332775
6991,Product 6991,The product that's perfect for 6991 stuff,286631
8775,Product 8775,The product that's perfect for 8775 stuff,289575
8291,Product 8291,The product that's perfect for 8291 stuff,373095
9491,Product 9491,The product that's perfect for 9491 stuff,275239
6499,Product 6499,The product that's perfect for 6499 stuff,292455
5975,Product 5975,The product that's perfect for 5975 stuff,292775
7989,Product 7989,The product that's perfect for 7989 stuff,343527
4655,Product 4655,The product that's perfect for 4655 stuff,51205
4683,Product 4683,The product that's perfect for 4683 stuff,131124
6228,Product 6228,The product that's perfect for 6228 stuff,311400
9366,Product 9366,The product that's perfect for 9366 stuff,65562
2595,Product 2595,The product that's perfect for 2595 stuff,77850
6334,Product 6334,The product that's perfect for 6334 stuff,278696
8408,Product 8408,The product that's perfect for 8408 stuff,327912
5563,Product 5563,The product that's perfect for 5563 stuff,77882
6306,Product 6306,The product that's perfect for 6306 stuff,81978
3645,Product 3645,The product that's perfect for 3645 stuff,32805
4278,Product 4278,The product that's perfect for 4278 stuff,196788
6149,Product 6149,The product that's perfect for 6149 stuff,221364
8491,Product 8491,The product that's perfect for 8491 stuff,118874
6696,Product 6696,The product that's perfect for 6696 stuff,328104
7576,Product 7576,The product that's perfect for 7576 stuff,295464
4404,Product 4404,The product that's perfect for 4404 stuff,180564
3359,Product 3359,The product that's perfect for 3359 stuff,36949
7035,Product 7035,The product that's perfect for 7035 stuff,196980
6046,Product 6046,The product that's perfect for 6046 stuff,229748
3001,Product 3001,The product that's perfect for 3001 stuff,39013
7393,Product 7393,The product that's perfect for 7393 stuff,73930
5783,Product 5783,The product that's perfect for 5783 stuff,254452
3735,Product 3735,The product that's perfect for 3735 stuff,41085
4498,Product 4498,The product that's perfect for 4498 stuff,94458
7069,Product 7069,The product that's perfect for 7069 stuff,254484
5933,Product 5933,The product that's perfect for 5933 stuff,106794
8214,Product 8214,The product that's perfect for 8214 stuff,123210
5562,Product 5562,The product that's perfect for 5562 stuff,94554
7612,Product 7612,The product that's perfect for 7612 stuff,205524
7720,Product 7720,The product that's perfect for 7720 stuff,378280
3661,Product 3661,The product that's perfect for 3661 stuff,32949
1569,Product 1569,The product that's perfect for 1569 stuff,65898
7854,Product 7854,The product that's perfect for 7854 stuff,172788
6593,Product 6593,The product that's perfect for 6593 stuff,131860
8974,Product 8974,The product that's perfect for 8974 stuff,197428
9436,Product 9436,The product that's perfect for 9436 stuff,254772
5485,Product 5485,The product that's perfect for 5485 stuff,197460
2181,Product 2181,The product that's perfect for 2181 stuff,74154
1893,Product 1893,The product that's perfect for 1893 stuff,47325
8606,Product 8606,The product that's perfect for 8606 stuff,378664
8649,Product 8649,The product that's perfect for 8649 stuff,345960
1435,Product 1435,The product that's perfect for 1435 stuff,33005
9048,Product 9048,The product that's perfect for 9048 stuff,280488
2771,Product 2771,The product that's perfect for 2771 stuff,63733
8238,Product 8238,The product that's perfect for 8238 stuff,181236
6494,Product 6494,The product that's perfect for 6494 stuff,246772
4500,Product 4500,The product that's perfect for 4500 stuff,148500
9412,Product 9412,The product that's perfect for 9412 stuff,395304
4900,Product 4900,The product that's perfect for 4900 stuff,181300
5714,Product 5714,The product that's perfect for 5714 stuff,148564
6716,Product 6716,The product that's perfect for 6716 stuff,181332
3358,Product 3358,The product that's perfect for 3358 stuff,90666
8252,Product 8252,The product that's perfect for 8252 stuff,313576
3191,Product 3191,The product that's perfect for 3191 stuff,35101
5239,Product 5239,The product that's perfect for 5239 stuff,115258
9889,Product 9889,The product that's perfect for 9889 stuff,49445
3029,Product 3029,The product that's perfect for 3029 stuff,102986
2789,Product 2789,The product that's perfect for 2789 stuff,47413
1093,Product 1093,The product that's perfect for 1093 stuff,53557
5090,Product 5090,The product that's perfect for 5090 stuff,132340
5736,Product 5736,The product that's perfect for 5736 stuff,281064
2454,Product 2454,The product that's perfect for 2454 stuff,115338
9676,Product 9676,The product that's perfect for 9676 stuff,445096
2419,Product 2419,The product that's perfect for 2419 stuff,55637
2309,Product 2309,The product that's perfect for 2309 stuff,78506
4618,Product 4618,The product that's perfect for 4618 stuff,78506
6779,Product 6779,The product that's perfect for 6779 stuff,189812
1261,Product 1261,The product that's perfect for 1261 stuff,61789
7033,Product 7033,The product that's perfect for 7033 stuff,70330
6625,Product 6625,The product that's perfect for 6625 stuff,265000
7886,Product 7886,The product that's perfect for 7886 stuff,346984
6398,Product 6398,The product that's perfect for 6398 stuff,70378
1746,Product 1746,The product that's perfect for 1746 stuff,78570
5238,Product 5238,The product that's perfect for 5238 stuff,78570
5907,Product 5907,The product that's perfect for 5907 stuff,82698
2823,Product 2823,The product that's perfect for 2823 stuff,107274
6314,Product 6314,The product that's perfect for 6314 stuff,107338
1145,Product 1145,The product that's perfect for 1145 stuff,33205
3657,Product 3657,The product that's perfect for 3657 stuff,95082
5915,Product 5915,The product that's perfect for 5915 stuff,41405
7379,Product 7379,The product that's perfect for 7379 stuff,206612
3174,Product 3174,The product that's perfect for 3174 stuff,123786
9494,Product 9494,The product that's perfect for 9494 stuff,265832
1979,Product 1979,The product that's perfect for 1979 stuff,45517
6070,Product 6070,The product that's perfect for 6070 stuff,91050
2899,Product 2899,The product that's perfect for 2899 stuff,86970
9908,Product 9908,The product that's perfect for 9908 stuff,495400
1139,Product 1139,The product that's perfect for 1139 stuff,35309
2826,Product 2826,The product that's perfect for 2826 stuff,141300
5652,Product 5652,The product that's perfect for 5652 stuff,141300
9774,Product 9774,The product that's perfect for 9774 stuff,215028
7065,Product 7065,The product that's perfect for 7065 stuff,70650
3482,Product 3482,The product that's perfect for 3482 stuff,174100
1011,Product 1011,The product that's perfect for 1011 stuff,39429
1381,Product 1381,The product that's perfect for 1381 stuff,45573
8705,Product 8705,The product that's perfect for 8705 stuff,87050
6798,Product 6798,The product that's perfect for 6798 stuff,149556
3426,Product 3426,The product that's perfect for 3426 stuff,99354
3430,Product 3430,The product that's perfect for 3430 stuff,78890
5051,Product 5051,The product that's perfect for 5051 stuff,141428
6098,Product 6098,The product that's perfect for 6098 stuff,256116
9147,Product 9147,The product that's perfect for 9147 stuff,64029
7481,Product 7481,The product that's perfect for 7481 stuff,74810
5931,Product 5931,The product that's perfect for 5931 stuff,166068
9226,Product 9226,The product that's perfect for 9226 stuff,332136
1361,Product 1361,The product that's perfect for 1361 stuff,39469
3254,Product 3254,The product that's perfect for 3254 stuff,74842
1661,Product 1661,The product that's perfect for 1661 stuff,41525
7897,Product 7897,The product that's perfect for 7897 stuff,157940
5981,Product 5981,The product that's perfect for 5981 stuff,107658
2881,Product 2881,The product that's perfect for 2881 stuff,37453
2907,Product 2907,The product that's perfect for 2907 stuff,43605
7107,Product 7107,The product that's perfect for 7107 stuff,99498
6893,Product 6893,The product that's perfect for 6893 stuff,124074
5455,Product 5455,The product that's perfect for 5455 stuff,120010
8867,Product 8867,The product that's perfect for 8867 stuff,124138
3930,Product 3930,The product that's perfect for 3930 stuff,133620
2699,Product 2699,The product that's perfect for 2699 stuff,62077
1965,Product 1965,The product that's perfect for 1965 stuff,66810
1929,Product 1929,The product that's perfect for 1929 stuff,55941
7036,Product 7036,The product that's perfect for 7036 stuff,133684
7882,Product 7882,The product that's perfect for 7882 stuff,283752
8536,Product 8536,The product that's perfect for 8536 stuff,332904
9553,Product 9553,The product that's perfect for 9553 stuff,191060
9176,Product 9176,The product that's perfect for 9176 stuff,431272
7097,Product 7097,The product that's perfect for 7097 stuff,70970
4314,Product 4314,The product that's perfect for 4314 stuff,107850
4002,Product 4002,The product that's perfect for 4002 stuff,116058
3550,Product 3550,The product that's perfect for 3550 stuff,124250
7921,Product 7921,The product that's perfect for 7921 stuff,79210
3187,Product 3187,The product that's perfect for 3187 stuff,47805
6677,Product 6677,The product that's perfect for 6677 stuff,120186
3057,Product 3057,The product that's perfect for 3057 stuff,64197
3446,Product 3446,The product that's perfect for 3446 stuff,79258
7929,Product 7929,The product that's perfect for 7929 stuff,79290
8348,Product 8348,The product that's perfect for 8348 stuff,317224
8936,Product 8936,The product that's perfect for 8936 stuff,366376
2294,Product 2294,The product that's perfect for 2294 stuff,71114
7521,Product 7521,The product that's perfect for 7521 stuff,75210
7582,Product 7582,The product that's perfect for 7582 stuff,83402
7113,Product 7113,The product that's perfect for 7113 stuff,35565
9161,Product 9161,The product that's perfect for 9161 stuff,45805
1721,Product 1721,The product that's perfect for 1721 stuff,49909
1889,Product 1889,The product that's perfect for 1889 stuff,79338
5655,Product 5655,The product that's perfect for 5655 stuff,62205
5083,Product 5083,The product that's perfect for 5083 stuff,71162
3946,Product 3946,The product that's perfect for 3946 stuff,67082
3841,Product 3841,The product that's perfect for 3841 stuff,99866
1123,Product 1123,The product that's perfect for 1123 stuff,43797
9608,Product 9608,The product that's perfect for 9608 stuff,432360
6478,Product 6478,The product that's perfect for 6478 stuff,71258
9187,Product 9187,The product that's perfect for 9187 stuff,64309
1697,Product 1697,The product that's perfect for 1697 stuff,71274
7139,Product 7139,The product that's perfect for 7139 stuff,99946
9832,Product 9832,The product that's perfect for 9832 stuff,481768
2923,Product 2923,The product that's perfect for 2923 stuff,87690
4158,Product 4158,The product that's perfect for 4158 stuff,112266
9838,Product 9838,The product that's perfect for 9838 stuff,216436
2566,Product 2566,The product that's perfect for 2566 stuff,79546
4780,Product 4780,The product that's perfect for 4780 stuff,224660
2531,Product 2531,The product that's perfect for 2531 stuff,58213
4291,Product 4291,The product that's perfect for 4291 stuff,64365
3758,Product 3758,The product that's perfect for 3758 stuff,71402
4986,Product 4986,The product that's perfect for 4986 stuff,124650
8027,Product 8027,The product that's perfect for 8027 stuff,56189
